"quarter","district","facility_type","block","facility_name","facility_code","catchment_pop","catchment_villages","essential_drugs_pct","essential_diagnostics_pct","JAS_meetings","CHO_present","MPW_present","ASHA_pct","infra_branding","BP_machine","glucometer","national_NQAS","state_NQAS","NQAS_baseline_conducted","NQAS_baseline_score","kayakalp_award","tim1_1","tim1_2","tim1_3","tim2_1","tim2_3","tim2_4","tim2_5","tim2_6","tim3_1","tim3_2","tim3_3","tim4_1","tim4_2","tim4_3","prop_HTN_over30_pct","prop_DM_over30_pct","prop_initatied_HTN","prop_initiated_DM","prop_adhered_HTN","prop_adhered_DM","prop_controlled_HTN","prop_controlled_DM","MO_present","staff_nurse_present","labtech_present","penta_dropout_scaled","HTN_dropout","DM_dropout","prop_onschedule_ANC","prop_immun_childunder2","avg_OPD_per1000","tim2_3_pct","tim2_4_pct"
"1","Bhavnagar","PHC","Bhavnagar","Adhelai","1","18829","4","1","0.22219999999999998","Yes","NA","NA","0.9029","Yes","Yes","Yes","Yes","Yes","Yes","0.9967","Yes","1","0","1","1","1","1","1","1","1","1","1","0.84225538","0.061430452","0.061430452","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","PHC","Bhavnagar","Bhandariya","2","22693","2","1","0.22219999999999998","Yes","NA","NA","1.1898","Yes","Yes","Yes","Yes","Yes","Yes","0","Yes","1","0","1","1","1","1","1","1","1","1","1","0.94714273","0.050756979","0.050494443","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","PHC","Bhavnagar","Bhumbhali","3","22967","1","1","0.22219999999999998","Yes","NA","NA","0.6531","Yes","Yes","Yes","Yes","Yes","Yes","0.9883","Yes","1","0","1","1","1","1","1","1","1","1","1","1.0063924","0.045812162000000003","0.045320439","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","PHC","Bhavnagar","Fariyadaka","4","16986","2","1","0.22219999999999998","Yes","NA","NA","1.0597","Yes","Yes","Yes","Yes","Yes","Yes","0.9682999999999999","Yes","1","0","1","1","1","1","1","1","1","1","1","1.0209390999999999","0.020315424000000002","0.020493629000000003","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","PHC","Bhavnagar","hathab","5","27840","1","1","0.22219999999999998","Yes","NA","NA","0.9339","Yes","Yes","Yes","Yes","Yes","Yes","0.9629000000000001","Yes","1","0","1","1","1","1","1","1","1","1","1","0.97171892","0.092090752","0.093193635","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","PHC","Bhavnagar","Undavi","6","30460","2","1","0.22219999999999998","Yes","NA","NA","0.9521","Yes","Yes","Yes","Yes","Yes","Yes","0.9915999999999999","Yes","1","0","1","1","1","1","1","1","1","1","1","1","0.021587843000000002","0.021516829999999997","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Kalatalav","7","3854","1","0.8665999999999999","0.5","Yes","Yes","Yes","0.7784120400000001","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","0.5989847699999999","0.22398477","0.22398477","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Savainagar","8","4875","4","1","0.5","Yes","Yes","Yes","1.025641","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","0.86325758","0.033712121000000005","0.033712121000000005","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Velavadar","9","3652","4","1","0.5","Yes","Yes","Yes","0.8214676900000001","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.0593173","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Kobdi","10","6288","3","1.0090000000000001","0.5","Yes","Yes","Yes","0.95419847","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","0.86609337","0.015663391","0.015663391","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Nagdhaniba","11","4971","2","1","0.5","Yes","Yes","Yes","1.0058338","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.0140224","0.074919872","0.074519231","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Thordi","12","4851","4","1","0.5","Yes","Yes","Yes","0.6184291900000001","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","0.97477254","0.14143921","0.14061208","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Bhuteshwar","13","4545","2","1","0.5","Yes","Yes","Yes","0.66006601","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.0203067","0.042271032","0.041856609999999995","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Malanka","14","4765","1","1","0.5","Yes","Yes","Yes","1.0493179000000001","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.0078125","0.019097222","0.019097222","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Nava Ratanpar","15","4252","2","1","0.5","Yes","Yes","Yes","0.7055503299999999","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.0122338","0.17353874000000002","0.17308564","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Budhel-2","16","3880","1","1","0.5","Yes","Yes","Yes","1.0309278","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.0442039","0.055931439","0.056382499","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Kamlej","17","4047","1","1","0.5","Yes","Yes","Yes","0.98838646","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.0102093","0.0061255743","0.006636038800000001","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Sodvadar","18","5221","4","1","0.5","Yes","Yes","Yes","1.1492050999999999","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.0237747","0.032187271","0.032187271","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Gundi","19","6546","2","1","0.5","Yes","Yes","Yes","0.9165902800000001","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","0.9720803499999999","0.30132789","0.30575417","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Koliyak","20","4740","1","1.0090000000000001","0.5","Yes","Yes","Yes","0.8438818600000001","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.0170732","0.012195122000000001","0.010569106","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Lakhanka","21","3540","1","1","0.5","Yes","Yes","Yes","1.1299435","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","0.83612764","0.008653326099999999","0.008653326099999999","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Thalsar","22","4658","3","1","0.5","Yes","Yes","Yes","1.0734221","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","0.99555556","0.00044444440000000003","0.00044444440000000003","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Bhojpara","23","3788","2","1.16","0.5","Yes","Yes","Yes","1.0559662","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","0.9857670000000001","0.0015814444","0.0005271481","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Vartej-1","24","5677","1","1","0.5","Yes","Yes","Yes","1.2330455999999999","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","0.68249487","0.018993839999999998","0.018993839999999998","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Vartej-2","25","5677","1","1","0.5","Yes","Yes","Yes","0.88074687","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","0.9469255699999999","0.059223301","0.058899676000000005","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Sanesh","26","2314","3","1","0.5","Yes","Yes","Yes","0.43215212000000003","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","0.9338358499999999","0.098827471","0.098827471","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Budhel 1","27","3656","2","0.8761","0.5","Yes","Yes","Yes","1.9146608","Yes","Yes","Yes","Yes","Yes","Yes","0","Yes","1","0","0","1","1","1","1","1","1","1","1","1.0263724","0.0021528525","0.0021528525","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Khadsalia","28","4885","1","1","0.5","Yes","Yes","Yes","1.2282496999999999","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.018797","0.0085440875","0.0092276145","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"1","Bhavnagar","SHC","Bhavnagar","Kardej","29","5816","1","1","0.5","Yes","Yes","Yes","1.2035763","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.0030395","0.015197568","0.014859845","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","PHC","Bhavnagar","Adhelai","1","18829","4","1","0.22219999999999998","Yes","NA","NA","0.9029","Yes","Yes","Yes","Yes","Yes","Yes","0.9967","Yes","1","0","1","1","1","1","1","1","1","1","1","1.09731769","0.113611137","0.113221729","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","PHC","Bhavnagar","Bhandariya","2","22693","2","1","0.22219999999999998","Yes","NA","NA","1.1898","Yes","Yes","Yes","Yes","Yes","Yes","0","Yes","1","0","1","1","1","1","1","1","1","1","1","1.4316731200000001","0.154440219","0.153993523","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","PHC","Bhavnagar","Bhumbhali","3","22967","1","1","0.22219999999999998","Yes","NA","NA","0.6531","Yes","Yes","Yes","Yes","Yes","Yes","0.9883","Yes","1","0","1","1","1","1","1","1","1","1","1","1.5171416400000002","0.328581292","0.362182299","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","PHC","Bhavnagar","Fariyadaka","4","16986","2","1","0.22219999999999998","Yes","NA","NA","1.0597","Yes","Yes","Yes","Yes","Yes","Yes","0.9682999999999999","Yes","1","0","1","1","1","1","1","1","1","1","1","1.52463379","0.14037106400000002","0.140549269","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","PHC","Bhavnagar","hathab","5","27840","1","1","0.22219999999999998","Yes","NA","NA","0.9339","Yes","Yes","Yes","Yes","Yes","Yes","0.9629000000000001","Yes","1","0","1","1","1","1","1","1","1","1","1","1.60899187","0.272934152","0.274997265","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","PHC","Bhavnagar","Undavi","6","30460","2","1","0.22219999999999998","Yes","NA","NA","0.9521","Yes","Yes","Yes","Yes","Yes","Yes","0.9915999999999999","Yes","1","0","1","1","1","1","1","1","1","1","1","1.3694263","0.092022379","0.092022368","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Kalatalav","7","3854","1","0.8665999999999999","0.5","Yes","Yes","Yes","0.7784120400000001","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","0.6021627361","0.22716273609999998","0.22716273609999998","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Savainagar","8","4875","4","1","0.5","Yes","Yes","Yes","1.025641","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.35252609","0.081894337","0.081018297","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Velavadar","9","3652","4","1","0.5","Yes","Yes","Yes","0.8214676900000001","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.33712409","0.11644909","0.11644909","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Kobdi","10","6288","3","1.0090000000000001","0.5","Yes","Yes","Yes","0.95419847","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.35031882","0.069544993","0.069190509","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Nagdhaniba","11","4971","2","1","0.5","Yes","Yes","Yes","1.0058338","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.59921629","0.34401505200000004","0.345572891","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Thordi","12","4851","4","1","0.5","Yes","Yes","Yes","0.6184291900000001","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.60443356","0.26304938","0.25967988","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Bhuteshwar","13","4545","2","1","0.5","Yes","Yes","Yes","0.66006601","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.30930307","0.265568092","0.26273529","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Malanka","14","4765","1","1","0.5","Yes","Yes","Yes","1.0493179000000001","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.58978675","0.570599372","0.571028552","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Nava Ratanpar","15","4252","2","1","0.5","Yes","Yes","Yes","0.7055503299999999","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.5421980199999998","0.45529187","0.48793358","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Budhel-2","16","3880","1","1","0.5","Yes","Yes","Yes","1.0309278","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.4102676399999998","0.36428630900000003","0.36732134899999996","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Kamlej","17","4047","1","1","0.5","Yes","Yes","Yes","0.98838646","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.50995917","0.0991720973","0.0941798108","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Sodvadar","18","5221","4","1","0.5","Yes","Yes","Yes","1.1492050999999999","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.79996857","0.201823761","0.203605661","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Gundi","19","6546","2","1","0.5","Yes","Yes","Yes","0.9165902800000001","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.76602396","0.337178917","0.34125712900000005","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Koliyak","20","4740","1","1.0090000000000001","0.5","Yes","Yes","Yes","0.8438818600000001","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.62223193","0.053464963000000004","0.060569106000000004","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Lakhanka","21","3540","1","1","0.5","Yes","Yes","Yes","1.1299435","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.3409384199999999","0.3646507561","0.3595192661","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Thalsar","22","4658","3","1","0.5","Yes","Yes","Yes","1.0734221","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.92616601","0.3798910844","0.37945191440000003","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Bhojpara","23","3788","2","1.16","0.5","Yes","Yes","Yes","1.0559662","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.38683652","0.0855386634","0.08555388609999999","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Vartej-1","24","5677","1","1","0.5","Yes","Yes","Yes","1.2330455999999999","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","0.8103624899999999","0.018993839999999998","0.018993839999999998","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Vartej-2","25","5677","1","1","0.5","Yes","Yes","Yes","0.88074687","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.43411382","0.136093817","0.135428545","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Sanesh","26","2314","3","1","0.5","Yes","Yes","Yes","0.43215212000000003","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.16971029","0.158020296","0.157123435","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Budhel 1","27","3656","2","0.8761","0.5","Yes","Yes","Yes","1.9146608","Yes","Yes","Yes","Yes","Yes","Yes","0","Yes","1","0","0","1","1","1","1","1","1","1","1","1.60887633","0.0037243559","0.0037243559","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Khadsalia","28","4885","1","1","0.5","Yes","Yes","Yes","1.2282496999999999","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.28142664","0.1507321075","0.15977963450000002","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"2","Bhavnagar","SHC","Bhavnagar","Kardej","29","5816","1","1","0.5","Yes","Yes","Yes","1.2035763","Yes","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.81892641","0.220515638","0.220177915","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","1","1"
"3","Bhavnagar","PHC","Bhavnagar","Adhelai","1","18829","4","1","0.22222222","Yes","NA","NA","0.26554783","NA","Yes","Yes","Yes","Yes","Yes","0","Yes","1","0","1","1","1","1","1","1","1","1","1","1.53425152","0.351312327","0.35063583899999995","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","1.6052632","1.3580247","NA","1","1"
"3","Bhavnagar","PHC","Bhavnagar","Bhandariya","2","22693","2","1","0.22222222","Yes","NA","NA","0.26439871","NA","Yes","Yes","Yes","Yes","Yes","0","Yes","1","0","1","1","1","1","1","1","1","1","1","1.66784548","0.307005419","0.294767973","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","1.4343434","1.6623377","NA","1","1"
"3","Bhavnagar","PHC","Bhavnagar","Bhumbhli","3","22967","1","1","0.22222222","Yes","NA","NA","0.17416293","NA","Yes","Yes","Yes","Yes","Yes","0","Yes","1","0","1","1","1","1","1","1","1","1","1","1.6250520499999999","0.624540592","0.668144199","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","1.6082474","1.5384615","NA","1","1"
"3","Bhavnagar","PHC","Bhavnagar","Fariyadaka","4","16986","2","1","0.22222222","Yes","NA","NA","0.23548805","NA","Yes","Yes","Yes","Yes","Yes","0","Yes","1","0","1","1","1","1","1","1","1","1","1","2.03586562","0.8990244540000001","0.893633689","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","1.287037","1.1682242999999999","NA","1","1"
"3","Bhavnagar","PHC","Bhavnagar","Hathab","5","27840","1","1","0.22222222","Yes","NA","NA","0.1795977","NA","Yes","Yes","Yes","Yes","Yes","0","Yes","1","0","1","1","1","1","1","1","1","1","1","1.92139479","0.929679262","0.935237245","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","1.7954545","1.7974683999999999","NA","1","1"
"3","Bhavnagar","PHC","Bhavnagar","Undvi","6","30460","2","1","0.26984127","Yes","NA","NA","0.19697965","NA","Yes","Yes","Yes","Yes","Yes","0","Yes","1","0","1","1","1","1","1","1","1","1","1","1.93241542","0.860864099","0.8605091779999999","0","0","0","0","0","0","0","0","Yes","No","No","0","0","0","1.4786325","0.9872611499999999","NA","1","1"
"3","Bhavnagar","SHC","Bhavnagar","kalatalav","7","3854","1","0.8666666700000001","0.5","Yes","Yes","Yes","0.7784120400000001","NA","Yes","Yes","No","No","No","0","Yes","1","0","1","1","1","1","1","1","0","0","1","0.8581270561","0.33375609609999995","0.33515863609999996","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","1","1.1666667","NA","1","1"
"3","Bhavnagar","SHC","Bhavnagar","Savainagar","8","4875","4","1","0.5","Yes","Yes","Yes","1.025641","NA","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.75280329","0.341353797","0.34047775700000005","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","1.9444443999999999","1.3478261","NA","1","1"
"3","Bhavnagar","SHC","Bhavnagar","kobadi","10","6288","3","1.0095238","0.5","Yes","Yes","Yes","0.95419847","NA","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.4874311199999999","0.086307939","0.08595345500000001","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","1.4","1.4074073999999999","NA","1","1"
"3","Bhavnagar","SHC","Bhavnagar","Nagdhaniba","11","4971","2","1","0.5","Yes","Yes","Yes","1.0058338","NA","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.9906759500000002","0.496249362","0.49835089099999996","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","1.36","1.6315789","NA","1","1"
"3","Bhavnagar","SHC","Bhavnagar","Thordi","12","4851","2","1","0.5","Yes","Yes","Yes","0.6184291900000001","NA","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.703605088","0.41124953","0.40788003000000006","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","1.7368421","1.4285713999999998","NA","1","1"
"3","Bhavnagar","SHC","Bhavnagar","Bhuteshwar","13","4545","2","1","0.5","Yes","Yes","Yes","0.88008801","NA","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.324764076","0.634253612","0.62844754","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","1.8421053","1.5789474000000001","NA","1","1"
"3","Bhavnagar","SHC","Bhavnagar","Malanka","14","4765","1","1","0.5","Yes","Yes","Yes","1.0493179000000001","NA","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.614176302","0.644335227","0.661213175","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","2","2.0714286","NA","1","1"
"3","Bhavnagar","SHC","Bhavnagar","Nava Ratanpar","15","4252","2","1","0.5","Yes","Yes","Yes","0.7055503299999999","NA","Yes","Yes","No","No","No","0","Yes","1","0","1","1","1","1","1","1","0","0","1","1.6540690599999999","0.64788804","0.7059549900000001","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","1.24","1.2173913","NA","1","1"
"3","Bhavnagar","SHC","Bhavnagar","Budhel 2","16","3880","1","1","0.5","Yes","Yes","Yes","1.0309278","NA","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.92782128","0.6819235290000001","0.683565429","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","2.0833333","1.2777778","NA","1","1"
"3","Bhavnagar","SHC","Bhavnagar","kamlej","17","4047","1","1","0.5","Yes","Yes","Yes","0.98838646","NA","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.74436704","0.5285859473","0.5195866808","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","1.1363636","1.3529411999999998","NA","1","1"
"3","Bhavnagar","SHC","Bhavnagar","Sodhvadara","18","5221","2","1","0.5","Yes","Yes","Yes","1.1492050999999999","NA","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.8263692280000001","1.012479271","1.001319671","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","1.9444443999999999","1.3478261","NA","1","1"
"3","Bhavnagar","SHC","Bhavnagar","Gundi","19","6546","2","1","0.5","Yes","Yes","Yes","0.9165902800000001","NA","Yes","Yes","No","No","No","0","No","1","0","1","1","1","1","1","1","0","0","0","1.9476905","0.837174787","0.8466204190000001","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","1.6153845999999998","0.95833333","NA","1","1"
"3","Bhavnagar","SHC","Bhavnagar","koliyak","20","4740","1","1.0095238","1","Yes","Yes","Yes","0.8438818600000001","NA","Yes","Yes","No","No","No","0","No","1","1","1","1","1","1","1","1","0","0","0","1.664996213","0.278119993","0.289215476","0","0","0","0","0","0","0","0","NA","NA","NA","0","0","0","2","1.45","NA","1","1"
